EAN/UPC-Code,Material,Article,Size,Colour,Effect,Foiling,Motiv ,Description,custom code,origin,packing unit size (pcs),Brutto weight,,Net weight,,price per packing unit,
9003141592169,159216,8611,"MM 63,0X 13,0",CRYSTAL,,,,LE-LB DROPS,94059110,AT,150,"13,98",G,"11,899",G,344,EUR
9003149412964,941296,8611,"MM 40,0X 11,0",TOP,,,,LE-LB DROPS,94059110,AT,336,"5,185",G,"4,084",G,331,EUR
9003149412971,941297,8611,"MM 40,0X 11,0",BL.VIOLET,,,,LE-LB DROPS,94059110,AT,336,"6,655",G,"5,554",G,331,EUR
9003142477410,247741,8611,"MM 40,0X 11,0",LT.TOP.,,,,LE-LB DROPS,94059110,AT,336,"6,41",G,"5,309",G,331,EUR
9003146248566,624856,8611,"MM 40,0X 11,0",JET,,,,LE-LB DROPS,94059110,AT,336,"6,428",G,"5,327",G,331,EUR
9003141590523,159052,8621,"MM 38,0X 14,0",CRYSTAL,,,,LE-LB DROPS,94059110,AT,288,"8,735",G,"7,537",G,238,EUR
9003149433136,943313,8611,"MM 40,0X 11,0",DK.SAPPH,,,,LE-LB DROPS,94059110,AT,336,"6,149",G,"5,048",G,331,EUR
9003141590400,159040,8601,"MM 38,0X 16,0",CRYSTAL,,,,LE-LB DROPS,94059110,AT,150,"13,067",G,"11,642",G,143,EUR
9007811365664,1136566,8611,"MM 40,0X 11,0",CRYSTAL,GOL.SHADOW,,,LE-LB DROPS,94059110,AT,336,"6,361",G,"5,26",G,317,EUR
9003141587370,158737,8641,"MM 20,0X 12,0",CRYSTAL,,,,LE-LB DROPS,94059110,AT,600,"3,819",G,"3,004",G,393,EUR
9003142079430,207943,8611,"MM 40,0X 11,0",ANT.GREEN,,,,LE-LB DROPS,94059110,AT,336,"6,369",G,"5,268",G,331,EUR
9009650760181,5076018,,,,,,,LE-LB DROPS,,,0,0,KG,0,KG,0,
9003146811609,681160,8611,"MM 40,0X 11,0",CRYSTAL,GOLD. TEAK,,,LE-LB DROPS,94059110,AT,336,"6,361",G,"5,26",G,317,EUR
9003146573774,657377,8611,"MM 50,0X 14,0",CRYSTAL,GOLD. TEAK,,,LE-LB DROPS,94059110,AT,150,"12,8",G,"11,13",G,266,EUR
9003141786643,178664,8611,"MM 40,0X 11,0",ROSALINE,,,,LE-LB DROPS,94059110,AT,336,"6,369",G,"5,268",G,331,EUR
9003141703008,170300,8611,"MM 40,0X 11,0",CRYSTAL,BL.AB,,,LE-LB DROPS,94059110,AT,336,"6,361",G,"5,26",G,317,EUR
9009651014276,5101427,8611,"MM 40,0X 11,0",CRYSTAL,SILVGLAZE,,,LE-LB DROPS,94059110,AT,336,"6,361",G,"5,26",G,317,EUR
9003146793226,679322,8611,"MM 63,0X 13,0",CRYSTAL,GOLD. TEAK,,,LE-LB DROPS,94059110,AT,150,"13,98",G,"11,899",G,395,EUR
9003146619069,661906,8611,"MM 40,0X 11,0",BORDEAUX,,,,LE-LB DROPS,94059110,AT,336,"6,185",G,"5,084",G,331,EUR
9003141828084,182808,8611,"MM 40,0X 11,0",MED.SAPPH,,,,LE-LB DROPS,94059110,AT,336,"6,369",G,"5,268",G,331,EUR
9003149084598,908459,8611,"MM100,0X 20,0",CRYSTAL,GOLD. TEAK,,,LE-LB DROPS,94059110,AT,48,"38,869",G,"32,702",G,326,EUR
9003146860850,686085,8611,"MM 40,0X 11,0",LT.PERI,,,,LE-LB DROPS,94059110,AT,336,"6,361",G,"5,26",G,331,EUR
9009650760204,5076020,,,,,,,LE-LB PEAR SHAPES,,,0,0,KG,0,KG,0,
9009650390449,5039044,8721,"MM 63,0X 37,0",CRYSTAL,LILAC,,,LE-LB PEAR SHAPES,94059110,AT,45,"68,248",G,"60,737",G,300,EUR
9009650390494,5039049,8721,"MM 38,0X 22,0",CRYSTAL,LILAC,,,LE-LB PEAR SHAPES,94059110,AT,192,"13,666",G,"11,869",G,409,EUR
9009650390524,5039052,8721,"MM 50,0X 29,0",CRYSTAL,LILAC,,,LE-LB PEAR SHAPES,94059110,AT,72,"36,389",G,"29,21",G,236,EUR
9003146619144,661914,8721,"MM 38,0X 22,0",BORDEAUX,,,,LE-LB PEAR SHAPES,94059110,XS,192,"13,268",G,"11,471",G,427,EUR
9009650391798,5039179,8721,"MM 28,0X 17,0",SILK,,,,LE-LB PEAR SHAPES,94059110,AT,400,"5,866",G,"4,3",G,663,EUR
9003148442405,844240,8721,"MM 28,0X 17,0",EMER,,,,LE-LB PEAR SHAPES,94059110,AT,400,"6,575",G,"5,009",G,663,EUR
9003146933127,693312,8721,"MM 63,0X 37,0",TOP,,,,LE-LB PEAR SHAPES,94059110,XS,45,"54,667",G,"47,156",G,314,EUR
9007811869889,1186988,8721,"MM 63,0X 37,0",CRYSTAL,BRONZSHADE,,,LE-LB PEAR SHAPES,94059110,AT,45,"68,248",G,"60,737",G,300,EUR
9007811869872,1186987,8721,"MM 50,0X 29,0",CRYSTAL,BRONZSHADE,,,LE-LB PEAR SHAPES,94059110,AT,72,"36,389",G,"29,21",G,236,EUR
9003149823203,982320,8721,"MM 63,0X 37,0",CRYSTAL,SILVSHADE,,,LE-LB PEAR SHAPES,94059110,AT,45,"68,248",G,"60,737",G,300,EUR
9003149823210,982321,8721,"MM 76,0X 44,0",CRYSTAL,SILVSHADE,,,LE-LB PEAR SHAPES,94059110,AT,30,121,G,"98,902",G,313,EUR
9003149823234,982323,8721,"MM 89,0X 52,0",CRYSTAL,SILVSHADE,,,LE-LB PEAR SHAPES,94059110,AT,21,"147,333",G,133,G,266,EUR
9003148442368,844236,8721,"MM 50,0X 29,0",BORDEAUX,,,,LE-LB PEAR SHAPES,94059110,AT,72,"35,409",G,"28,23",G,248,EUR
9007811869865,1186986,8721,"MM 38,0X 22,0",CRYSTAL,BRONZSHADE,,,LE-LB PEAR SHAPES,94059110,AT,192,"13,666",G,"11,869",G,409,EUR
9003146860898,686089,8721,"MM 28,0X 17,0",LT.PERI,,,,LE-LB PEAR SHAPES,94059110,AT,400,"6,675",G,"5,109",G,663,EUR
9003146860904,686090,8721,"MM 38,0X 22,0",LT.PERI,,,,LE-LB PEAR SHAPES,94059110,XS,192,"13,666",G,"11,869",G,427,EUR
9003146872259,687225,8721,"MM 28,0X 17,0",BL.VIOLET,,,,LE-LB PEAR SHAPES,94059110,AT,400,"6,961",G,"5,395",G,663,EUR
9003142874226,287422,8721,"MM125,0X 73,0",CRYSTAL,,,,LE-LB PEAR SHAPES,94059110,AT,6,"436,667",G,380,G,228,EUR
9009651014252,5101425,8721,"MM 63,0X 37,0",CRYSTAL,SILVGLAZE,,,LE-LB PEAR SHAPES,94059110,AT,45,"68,248",G,"60,737",G,300,EUR
9003146271328,627132,8721,"MM 38,0X 22,0",TOP,,,,LE-LB PEAR SHAPES,94059110,XS,192,"11,012",G,"9,215",G,427,EUR
9009651014245,5101424,8721,"MM 50,0X 29,0",CRYSTAL,SILVGLAZE,,,LE-LB PEAR SHAPES,94059110,AT,72,"36,389",G,"29,21",G,236,EUR
9009651014238,5101423,8721,"MM 38,0X 22,0",CRYSTAL,SILVGLAZE,,,LE-LB PEAR SHAPES,94059110,AT,192,"13,666",G,"11,869",G,409,EUR
9003146271168,627116,8721,"MM 38,0X 22,0",BL.VIOLET,,,,LE-LB PEAR SHAPES,94059110,XS,192,"14,329",G,"12,532",G,427,EUR
9003146271151,627115,8721,"MM 50,0X 29,0",BL.VIOLET,,,,LE-LB PEAR SHAPES,94059110,AT,72,"38,022",G,"30,843",G,248,EUR
9003146262425,626242,8721,"MM 50,0X 29,0",TOP,,,,LE-LB PEAR SHAPES,94059110,AT,72,"29,858",G,"22,679",G,248,EUR
9009652792180,5279218,8755/G,"MM 50,0X 31,0",CRYSTAL,,,,LE-LB PEAR SHAPES,94059110,AT*,126,"22,974",G,"19,823",G,505,EUR
9009650795381,5079538,8721,"MM150,0X 88,0",CRYSTAL,,,,LE-LB PEAR SHAPES,94059110,AT,2,"726,4",G,"606,9",G,107,EUR
9003146325403,632540,8721,"MM 89,0X 52,0",CRYSTAL,BL.AB,,,LE-LB PEAR SHAPES,94059110,AT,21,"147,333",G,133,G,266,EUR
9003146523236,652323,8721,"MM 28,0X 17,0",TOP,,,,LE-LB PEAR SHAPES,94059110,AT,400,"5,533",G,"3,967",G,663,EUR
9003146216169,621616,8721,"MM 50,0X 29,0",JET,,,,LE-LB PEAR SHAPES,94059110,AT,72,"36,761",G,"29,582",G,248,EUR
9003146216152,621615,8721,"MM 28,0X 17,0",JET,,,,LE-LB PEAR SHAPES,94059110,AT,400,"6,74",G,"5,174",G,663,EUR
9003146216084,621608,8721,"MM 28,0X 17,0",CRYSTAL,GOLD. TEAK,,,LE-LB PEAR SHAPES,94059110,AT,400,"6,675",G,"5,109",G,638,EUR
9009650795374,5079537,8721,"MM100,0X 58,0",CRYSTAL,,,,LE-LB PEAR SHAPES,94059110,AT,12,"216,967",G,"188,8",G,217,EUR
9003146523779,652377,8721,"MM 50,0X 29,0",LT.PERI,,,,LE-LB PEAR SHAPES,94059110,AT,72,"36,389",G,"29,21",G,248,EUR
9009650391811,5039181,8721,"MM 50,0X 29,0",SILK,,,,LE-LB PEAR SHAPES,94059110,AT,72,"31,763",G,"24,584",G,248,EUR
9003148265486,826548,8721,"MM 63,0X 37,0",CRYSTAL,GOLD. TEAK,,,LE-LB PEAR SHAPES,94059110,AT,45,"68,248",G,"60,737",G,300,EUR
9009650391804,5039180,8721,"MM 38,0X 22,0",SILK,,,,LE-LB PEAR SHAPES,94059110,AT,192,"11,786",G,"9,989",G,427,EUR
9003142970089,297008,8721,"MM 38,0X 22,0",JET,,,,LE-LB PEAR SHAPES,94059110,XS,192,"13,817",G,"12,02",G,427,EUR
9003146600548,660054,8721,"MM 63,0X 37,0",JET,,,,LE-LB PEAR SHAPES,94059110,XS,45,"69,021",G,"61,51",G,314,EUR
9003148442917,844291,8721,"MM 38,0X 22,0",VIOLET,,,,LE-LB PEAR SHAPES,94059110,XS,192,"14,049",G,"12,252",G,427,EUR
9003148442900,844290,8721,"MM 28,0X 17,0",VIOLET,,,,LE-LB PEAR SHAPES,94059110,AT,400,"6,84",G,"5,274",G,663,EUR
9003148442412,844241,8721,"MM 38,0X 22,0",EMER,,,,LE-LB PEAR SHAPES,94059110,XS,192,"13,434",G,"11,637",G,427,EUR
9003142880524,288052,8721,"MM 76,0X 44,0",CRYSTAL,GOLD. TEAK,,,LE-LB PEAR SHAPES,94059110,AT,30,121,G,"98,902",G,313,EUR
9003142880517,288051,8721,"MM 50,0X 29,0",CRYSTAL,GOLD. TEAK,,,LE-LB PEAR SHAPES,94059110,AT,72,"36,389",G,"29,21",G,236,EUR
9003142880500,288050,8721,"MM 38,0X 22,0",CRYSTAL,GOLD. TEAK,,,LE-LB PEAR SHAPES,94059110,AT,192,"13,666",G,"11,869",G,409,EUR
9003149413008,941300,8721,"MM 50,0X 29,0",VIOLET,,,,LE-LB PEAR SHAPES,94059110,AT,72,"37,332",G,"30,153",G,248,EUR
9003149413015,941301,8721,"MM 28,0X 17,0",LT.TOP.,,,,LE-LB PEAR SHAPES,94059110,AT,400,"6,723",G,"5,157",G,663,EUR
9007811021553,1102155,8741,"MM 89,0X 60,0",CRYSTAL,,,,LE-LB PEAR SHAPES,94059110,XS,10,204,G,166,G,141,EUR
9007811020549,1102054,8741,"MM 76,0X 52,0",CRYSTAL,,,,LE-LB PEAR SHAPES,94059110,XS,24,"121,583",G,103,G,235,EUR
9003149433143,943314,8721,"MM 28,0X 17,0",DK.SAPPH,,,,LE-LB PEAR SHAPES,94059110,AT,400,"6,469",G,"4,903",G,663,EUR
9003149433150,943315,8721,"MM 38,0X 22,0",DK.SAPPH,,,,LE-LB PEAR SHAPES,94059110,AT,192,"13,187",G,"11,39",G,427,EUR
9003149821407,982140,8721,"MM 38,0X 22,0",CRYSTAL,GOL.SHADOW,,,LE-LB PEAR SHAPES,94059110,AT,192,"13,666",G,"11,869",G,409,EUR
9007810027662,1002766,8721,"MM 50,0X 29,0",DK.SAPPH,,,,LE-LB PEAR SHAPES,94059110,AT,72,"35,21",G,"28,031",G,248,EUR
9003149821575,982157,8721,"MM 50,0X 29,0",CRYSTAL,GOL.SHADOW,,,LE-LB PEAR SHAPES,94059110,AT,72,"36,389",G,"29,21",G,236,EUR
9003142079485,207948,8721,"MM 50,0X 29,0",ANT.GREEN,,,,LE-LB PEAR SHAPES,94059110,AT,72,"36,434",G,"29,255",G,248,EUR
9003142079478,207947,8721,"MM 38,0X 22,0",ANT.GREEN,,,,LE-LB PEAR SHAPES,94059110,XS,192,"13,684",G,"11,887",G,427,EUR
9003142079461,207946,8721,"MM 28,0X 17,0",ANT.GREEN,,,,LE-LB PEAR SHAPES,94059110,AT,400,"6,683",G,"5,117",G,663,EUR
9003149821582,982158,8721,"MM 63,0X 37,0",CRYSTAL,GOL.SHADOW,,,LE-LB PEAR SHAPES,94059110,AT,45,"68,248",G,"60,737",G,300,EUR
9003149821599,982159,8721,"MM 76,0X 44,0",CRYSTAL,GOL.SHADOW,,,LE-LB PEAR SHAPES,94059110,AT,30,121,G,"98,902",G,313,EUR
9003149821605,982160,8721,"MM 89,0X 52,0",CRYSTAL,GOL.SHADOW,,,LE-LB PEAR SHAPES,94059110,AT,21,"147,333",G,133,G,266,EUR
9003149823173,982317,8721,"MM 38,0X 22,0",CRYSTAL,SILVSHADE,,,LE-LB PEAR SHAPES,94059110,AT,192,"13,666",G,"11,869",G,409,EUR
9003141962146,196214,8721,"MM 89,0X 52,0",CRYSTAL,,,,LE-LB PEAR SHAPES,94059110,XS,21,"147,333",G,133,G,231,EUR
9003149823197,982319,8721,"MM 50,0X 29,0",CRYSTAL,SILVSHADE,,,LE-LB PEAR SHAPES,94059110,AT,72,"36,389",G,"29,21",G,236,EUR
9003141943688,194368,8721,"MM 76,0X 44,0",CRYSTAL,BL.AB,,,LE-LB PEAR SHAPES,94059110,AT,30,121,G,"98,902",G,313,EUR
9003141828022,182802,8721,"MM 38,0X 22,0",MED.SAPPH,,,,LE-LB PEAR SHAPES,94059110,XS,192,"13,684",G,"11,887",G,427,EUR
9003141828015,182801,8721,"MM 28,0X 17,0",MED.SAPPH,,,,LE-LB PEAR SHAPES,94059110,AT,400,"6,683",G,"5,117",G,663,EUR
9003141823133,182313,8721,"MM 50,0X 29,0",MED.SAPPH,,,,LE-LB PEAR SHAPES,94059110,AT,72,"36,434",G,"29,255",G,248,EUR
9003141815305,181530,8745,"MM 38,0X 22,0",CRYSTAL,BL.AB,,,LE-LB PEAR SHAPES,94059110,AT,224,"13,125",G,"12,1",G,477,EUR
9003141725024,172502,8721,"MM 63,0X 37,0",CRYSTAL,BL.AB,,,LE-LB PEAR SHAPES,94059110,AT,45,"68,248",G,"60,737",G,300,EUR
9003141705996,170599,8721,"MM 50,0X 29,0",CRYSTAL,BL.AB,,,LE-LB PEAR SHAPES,94059110,AT,72,"36,389",G,"29,21",G,236,EUR
9003141705989,170598,8721,"MM 38,0X 22,0",CRYSTAL,BL.AB,,,LE-LB PEAR SHAPES,94059110,AT,192,"13,666",G,"11,869",G,409,EUR
9003141705972,170597,8721,"MM 28,0X 17,0",CRYSTAL,BL.AB,,,LE-LB PEAR SHAPES,94059110,AT,400,"6,675",G,"5,109",G,638,EUR
9003141700137,170013,8721,"MM 63,0X 37,0",ROSALINE,,,,LE-LB PEAR SHAPES,94059110,AT,45,"68,342",G,"60,831",G,314,EUR
9003141686967,168696,8721,"MM 28,0X 17,0",ROSALINE,,,,LE-LB PEAR SHAPES,94059110,AT,400,"6,683",G,"5,117",G,663,EUR
9009652909830,5290983,8721,"MM175,0X102,0",CRYSTAL,,,,LE-LB PEAR SHAPES,,,2,"910,8",G,"703,8",G,273,EUR
9003141596921,159692,8746,"MM 38,0X 22,0",CRYSTAL,,,,LE-LB PEAR SHAPES,94059110,AT*,224,"12,866",G,"11,15",G,417,EUR
9003141604473,160447,8755,"MM 50,0X 31,0",CRYSTAL,,,,LE-LB PEAR SHAPES,94059110,AT,126,"22,974",G,"19,823",G,440,EUR
9003141599038,159903,8746,"MM 50,0X 29,0",CRYSTAL,,,,LE-LB PEAR SHAPES,94059110,AT*,90,"33,234",G,"28,79",G,257,EUR
9003141599021,159902,8745,"MM 50,0X 29,0",CRYSTAL,,,,LE-LB PEAR SHAPES,94059110,AT,90,"30,222",G,29,G,257,EUR
9003141599014,159901,8745,"MM 38,0X 22,0",CRYSTAL,,,,LE-LB PEAR SHAPES,94059110,AT,224,"13,125",G,"12,1",G,417,EUR
9003141592244,159224,8721,"MM 28,0X 17,0",CRYSTAL,,,,LE-LB PEAR SHAPES,94059110,AT,400,"6,675",G,"5,109",G,556,EUR
9003141592251,159225,8721,"MM 63,0X 37,0",CRYSTAL,,,,LE-LB PEAR SHAPES,94059110,XS,45,"68,248",G,"60,737",G,261,EUR
9003141651996,165199,8721,"MM 50,0X 29,0",ROSALINE,,,,LE-LB PEAR SHAPES,94059110,AT,72,"36,434",G,"29,255",G,248,EUR
9003141686950,168695,8721,"MM 38,0X 22,0",ROSALINE,,,,LE-LB PEAR SHAPES,94059110,XS,192,"13,684",G,"11,887",G,427,EUR
9003141592268,159226,8721,"MM 76,0X 44,0",CRYSTAL,,,,LE-LB PEAR SHAPES,94059110,XS,30,121,G,"98,902",G,272,EUR
9003141592275,159227,8731,"MM 28,0X 17,0",CRYSTAL,,,,LE-LB PEAR SHAPES,94059110,AT,400,"6,742",G,"5,72",G,556,EUR
9003141592282,159228,8731,"MM 38,0X 22,0",CRYSTAL,,,,LE-LB PEAR SHAPES,94059110,AT,192,"14,224",G,"12,427",G,358,EUR
9003141592299,159229,8731,"MM 63,0X 37,0",CRYSTAL,,,,LE-LB PEAR SHAPES,94059110,AT,45,"62,667",G,"58,521",G,261,EUR
9003141592305,159230,8731,"MM 76,0X 44,0",CRYSTAL,,,,LE-LB PEAR SHAPES,94059110,AT,30,"97,333",G,"78,084",G,272,EUR
9003141592312,159231,8741,"MM 38,0X 25,0",CRYSTAL,,,,LE-LB PEAR SHAPES,94059110,AT,224,"14,532",G,"12,88",G,495,EUR
9003141592329,159232,8741,"MM 50,0X 34,0",CRYSTAL,,,,LE-LB PEAR SHAPES,94059110,XS,90,"37,333",G,"33,869",G,405,EUR
9003148367838,836783,8721,"MM 89,0X 52,0",CRYSTAL,GOLD. TEAK,,,LE-LB PEAR SHAPES,94059110,AT,21,"147,333",G,133,G,266,EUR
9003142495315,249531,8721,"MM 50,0X 29,0",LT.TOP.,,,,LE-LB PEAR SHAPES,94059110,AT,72,"36,661",G,"29,482",G,248,EUR
9003142495308,249530,8721,"MM 38,0X 22,0",LT.TOP.,,,,LE-LB PEAR SHAPES,94059110,XS,192,"13,777",G,"11,98",G,427,EUR
9003148442351,844235,8721,"MM 28,0X 17,0",BORDEAUX,,,,LE-LB PEAR SHAPES,94059110,AT,400,"6,504",G,"4,938",G,663,EUR
9003141591391,159139,8721,"MM 38,0X 22,0",CRYSTAL,,,,LE-LB PEAR SHAPES,94059110,XS,192,"13,666",G,"11,869",G,358,EUR
9003141592336,159233,8741,"MM 63,0X 43,0",CRYSTAL,,,,LE-LB PEAR SHAPES,94059110,AT,45,80,G,"69,542",G,352,EUR
9003141590424,159042,8731,"MM 50,0X 29,0",CRYSTAL,,,,LE-LB PEAR SHAPES,94059110,AT,72,"34,153",G,"28,739",G,206,EUR
9003141590233,159023,8721,"MM 50,0X 29,0",CRYSTAL,,,,LE-LB PEAR SHAPES,94059110,AT,72,"36,389",G,"29,21",G,206,EUR
9003149412988,941298,8721,"MM 50,0X 29,0",EMER,,,,LE-LB PEAR SHAPES,94059110,AT,72,"35,818",G,"28,639",G,248,EUR
9007811201436,1120143,8950,NR 005 138,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL CIRC,94059110,AT,60,"42,55",G,"36,7",G,237,EUR
9003146784125,678412,8950,NR 003 138,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL CIRC,94059110,AT,100,"25,02",G,"20,1",G,450,EUR
9007811201467,1120146,8950,NR 005 150,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL CIRC,94059110,AT,36,"93,722",G,"82,25",G,263,EUR
9003146097454,609745,8950,NR 001 140,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL CIRC,94059110,AT,100,"32,37",G,28,G,306,EUR
9003149863292,986329,8950,NR 001 240,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL CIRC,94059110,AT,100,"32,37",G,28,G,306,EUR
9009652792319,5279231,8950/G,NR 001 140,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL CIRC,94059110,AT,100,"32,37",G,28,G,352,EUR
9007811201948,1120194,8950,NR 101 120,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL BALL,94059110,AT,192,"10,369",G,"8,4",G,443,EUR
9007811201979,1120197,8950,NR 101 140,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL BALL,94059110,AT,12,"92,817",G,"67,15",G,83,EUR
9007811201993,1120199,8950,NR 101 160,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL BALL,94059110,AT,5,"293,3",G,"226,5",G,"92,2",EUR
9003149956598,995659,8950,NR 202 189,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL TRIA,94059110,AT,14,"157,571",G,130,G,315,EUR
9003149956581,995658,8950,NR 202 550,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL TRIA,94059110,AT,2,792,G,626,G,158,EUR
9007811044996,1104499,8950,NR 203 138,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL TRIA,94059110,AT,60,"24,45",G,"18,6",G,397,EUR
9007811045009,1104500,8950,NR 203 150,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL TRIA,94059110,AT,36,"51,733",G,"42,4",G,357,EUR
9007811045016,1104501,8950,NR 203 163,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL TRIA,94059110,AT,12,"112,55",G,"84,8",G,151,EUR
9003149344517,934451,8950,NR 202 150,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL TRIA,94059110,AT,72,"28,797",G,"23,2",G,671,EUR
9007811045023,1104502,8950,NR 203 176,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL TRIA,94059110,AT,8,"190,75",G,149,G,152,EUR
9003149863353,986335,8950,NR 202 176,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL TRIA,94059110,AT,20,"101,45",G,84,G,282,EUR
9003149863346,986334,8950,NR 202 163,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL TRIA,94059110,AT,36,"58,111",G,48,G,412,EUR
9007811652924,1165292,8950,NR 307 163,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL SKIT,94059110,AT,90,21,G,21,G,333,EUR
9007811652917,1165291,8950,NR 307 150,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL SKIT,94059110,AT,96,9,G,9,G,148,EUR
9007811652900,1165290,8950,NR 307 100,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL SKIT,94059110,AT,18,58,G,58,G,270,EUR
9007810848410,1084841,8950,NR 305 176,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL SKIT,94059110,AT,60,"42,667",G,"37,33",G,309,EUR
9007810755749,1075574,8950,NR 305 100,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL SKIT,94059110,AT,36,"82,778",G,"73,5",G,540,EUR
9009652843851,5284385,8950,NR 301 176,ARCWHITE,,,,LE-LB REMAINING STRASS ELEMENTS MSL SKIT,94059110,AT,48,"25,175",G,"18,983",G,282,EUR
9007811201849,1120184,8950,NR 306 176,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL SKIT,94059110,AT,48,"40,167",G,34,G,327,EUR
9003146784118,678411,8950,NR 302 100,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL SKIT,94059110,AT,36,"82,989",G,"73,6",G,540,EUR
9003146784095,678409,8950,NR 302 163,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL SKIT,94059110,AT,90,"19,778",G,"17,7",G,288,EUR
9003146273599,627359,8950,NR 301 176,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL SKIT,94059110,AT,48,"29,792",G,"23,6",G,235,EUR
9003146273582,627358,8950,NR 301 100,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL SKIT,94059110,AT,36,"63,333",G,54,G,386,EUR
9007811652931,1165293,8950,NR 307 176,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL SKIT,94059110,AT,60,"36,067",G,30,G,309,EUR
9003148415560,841556,8950,NR 401 163,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL RECT,94059110,AT,60,"33,217",G,"25,6",G,374,EUR
9007811653020,1165302,8950,NR 404 276,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL RECT,94059110,AT,18,"68,111",G,48,G,"99,1",EUR
9007811653013,1165301,8950,NR 404 176,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL RECT,94059110,AT,18,"68,111",G,48,G,"99,1",EUR
9007811653006,1165300,8950,NR 404 263,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL RECT,94059110,AT,45,"39,511",G,32,G,196,EUR
9007811652993,1165299,8950,NR 404 163,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL RECT,94059110,AT,45,"39,511",G,32,G,196,EUR
9007811652986,1165298,8950,NR 404 250,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL RECT,94059110,AT,80,"19,038",G,14,G,235,EUR
9007811652979,1165297,8950,NR 404 150,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL RECT,94059110,AT,80,"19,038",G,14,G,235,EUR
9003146097584,609758,8950,NR 401 180,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL RECT,94059110,AT,32,64,G,51,G,330,EUR
9003148769311,876931,8950,NR 501 180,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL STAF,94059110,AT*,48,"30,613",G,"23,3",G,259,EUR
9003149863315,986331,8950,NR 501 280,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL STAF,94059110,AT*,48,"30,613",G,"23,3",G,259,EUR
9009652998902,5299890,8951,NR 040 063,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL SPEC,94059110,AT*,45,"40,433",G,"31,3",G,222,EUR
9007811201788,1120178,8950,NR 809 189,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL SPEC,94059110,AT,24,"117,958",G,101,G,258,EUR
9007811201771,1120177,8950,NR 809 176,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL SPEC,94059110,AT,30,"76,667",G,"62,9",G,244,EUR
9007811201757,1120175,8950,NR 809 163,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL SPEC,94059110,AT,60,"40,842",G,"34,125",G,296,EUR
9009652998841,5299884,8951,NR 031 016,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL SPEC,94059110,AT*,280,"6,855",G,"5,601",G,281,EUR
9009652998827,5299882,8951,NR 031 014,CRYSTAL,,,,LE-LB REMAINING STRASS ELEMENTS MSL SPEC,94059110,AT*,384,"4,384",G,"3,436",G,266,EUR
